Site ID,CatalogID,ShortId,SKU
51,21719,5065,110-01-1321-21
51,21720,5086,110-01-485-13
51,21721,5090,110-01-359-13
51,21722,5097,110-01-953-08
51,21723,5113,110-01-544-22
51,21724,5145,110-01-1736-08
51,21725,5155,110-01-1707-13
51,21725,6412,110-01-1707-13-T
51,21726,5176,101-01-1780-02
51,21727,5192,110-01-1764-09
51,21728,5207,110-01-1770-08
51,21729,5237,110-01-1797-13
51,21730,5242,110-01-1792-21
51,21730,7742,110-01-1792-21-T
51,21731,5264,110-01-1811-02
51,21732,5267,110-01-1814-02
51,21733,5271,110-01-1818-02
51,21733,9855,110-01-1818-02-T
51,21734,5277,110-01-1824-04
51,21735,5278,110-01-1825-04
51,21736,5384,110-01-359-22
51,21737,5396,110-01-1915-09
51,21738,5399,110-01-1910-21
51,21739,5411,110-01-1889-02
51,21739,8458,110-01-1889-02-T
51,21740,5420,110-01-1904-02
51,21741,5463,110-01-2044-04
51,21742,5437,110-01-2035-09
51,21743,5464,110-01-2044-09
51,21744,5507,110-01-2101-21
51,21745,5521,110-01-2106-09
51,21746,5533,110-01-2111-09
51,21747,5557,110-01-2118-09
51,21747,6834,110-01-2118-09-T
51,21748,5574,110-01-796-29
51,21749,5601,110-01-2125-04
51,21750,5618,110-01-2131-04
51,21751,5649,110-01-2150-04
51,21752,5655,110-01-2152-02
51,21753,5651,110-01-2151-02
51,21754,5661,110-01-2154-04
51,21755,5697,110-01-2176-04
51,21756,5771,110-01-2218-08
51,21757,5772,110-01-2218-13
51,21758,5773,110-01-2219-04
51,21759,5775,110-01-2219-21
51,21760,5787,110-01-2223-13
51,21761,5795,110-01-2226-08
51,21762,5796,110-01-2226-13
51,21763,5801,110-01-485-29
51,21764,5807,110-01-2229-09
51,21765,5814,110-01-2231-21
51,21766,5817,110-01-2232-21
51,21768,5822,110-01-2235-09
51,21769,5829,110-01-2240-13
51,21770,5830,110-01-2241-02
51,21771,5831,110-01-2241-08
51,21772,5877,110-01-2292-08
51,21773,5983,110-01-2357-04
51,21774,6007,110-01-485-31
51,21775,6020,110-01-1330-13
51,21776,6021,110-01-2319-02
51,21777,6264,110-18-2470-11
51,21778,6267,110-18-2473-11
51,21779,6314,110-01-2480-34
51,21780,6320,110-01-2482-30
51,21781,6344,110-01-2026-09
51,21781,8751,110-01-2026-09-T
51,21782,6346,110-01-1358-13
51,21783,6391,109-01-1405-06
51,21783,7420,109-01-1405-06-T
51,21784,6454,110-01-2507-13
51,21785,6456,110-01-1915-41
51,21786,6460,110-01-2509-04
51,21786,8913,110-01-2509-04-T
51,21787,6497,110-01-2515-09
51,21788,6503,110-01-2516-30
51,21789,6525,110-01-2526-02
51,21790,6549,110-01-527-33
51,21791,6552,110-01-1303-41
51,21792,6598,110-01-2540-02
51,21793,6602,110-01-2541-04
51,21794,6663,110-01-2555-28
51,21795,6605,110-01-2541-33
51,21796,6699,110-01-417-22
51,21797,6717,110-01-2768-04
51,21798,6738,110-01-817-33
51,21799,2173,110-03-059-02
51,21800,2233,110-03-130-02
51,21801,2320,110-03-486-02
51,21802,2504,110-03-203-02
51,21803,3174,110-03-464-02
51,21803,4614,110-03-464-02-T
51,21804,3186,110-03-412-02
51,21805,3230,110-03-529-02
51,21806,3655,110-03-631-08
51,21807,3775,110-03-942-02
51,21808,3875,110-03-408-08
51,21809,3988,110-03-1043-02
51,21810,4010,110-03-1064-08
51,21811,4306,110-03-717-08
51,21812,4366,110-03-1254-19
51,21813,4616,110-03-1441-11
51,21814,5005,101-03-1695-02
51,21815,5067,110-03-988-13
51,21816,5071,101-03-1115-06
51,21817,5076,110-03-464-08
51,21817,9852,110-03-464-08-T
51,21818,5172,101-03-1776-13
51,21819,5187,110-03-329-02
51,21819,7915,110-03-329-02-T
51,21820,5189,110-03-1763-02
51,21821,5190,110-03-1763-08
51,21822,5365,110-03-1911-04
51,21823,5472,110-03-942-13
51,21824,5622,110-03-2140-19
51,21825,5658,110-03-2153-08
51,21825,7085,110-03-2153-08-T
51,21826,5659,110-03-2153-13
51,21827,5662,110-03-2155-02
51,21828,5707,110-03-2178-09
51,21829,5715,110-03-2180-04
51,21830,5739,110-03-2179-04
51,21831,5740,110-03-2179-09
51,21832,5741,110-03-2179-21
51,21833,5769,110-03-2217-21
51,21834,5964,110-03-2323-11
51,21835,5974,110-03-2332-04
51,21835,6868,110-03-2332-04-T
51,21836,6039,110-03-2359-04
51,21837,6078,110-03-2390-21
51,21838,6085,110-03-1661-30
51,21838,8573,110-03-1661-30-T
51,21839,6143,110-03-2430-09
51,21840,6383,110-03-2498-33
51,21840,7633,110-03-2498-33-T
51,21841,6433,110-03-2502-04
51,21841,7651,110-03-2502-04-T
51,21842,101,101-14-001-01
51,21843,3925,101-05-1012-04
51,21844,3952,110-05-1048-02
51,21844,8416,110-05-1048-02-T
51,21845,4315,110-05-1232-08
51,21846,4358,110-05-1245-08
51,21847,5048,110-05-1708-09
51,21848,5247,110-05-1791-04
51,21849,5131,101-05-1738-09
51,21850,5295,110-05-1838-08
51,21851,5296,110-05-1835-13
51,21852,5311,110-05-1842-13
51,21853,5317,110-05-1844-08
51,21854,5336,101-05-439-09
51,21854,7888,101-05-439-09-T
51,21855,5338,101-05-440-09
51,21856,5340,101-05-1392-09
51,21856,6466,101-05-1392-09-T
51,21857,5360,114-05-1782-02
51,21858,5884,110-05-2296-21
51,21859,5888,110-05-2298-04
51,21860,5892,110-05-2299-09
51,21861,5899,110-05-2301-21
51,21861,6468,110-05-2301-21-T
51,21862,5991,110-05-2348-11
51,21863,6055,110-05-2383-04
51,21863,7892,110-05-2383-04-T
51,21864,6351,110-05-2488-04
51,21865,6368,114-05-1782-31
51,21866,4728,110-21-1499-13
51,21867,4720,110-21-1496-02
51,21868,4730,110-21-1500-08
51,21869,4735,110-21-1502-08
51,21870,6245,110-12-1993-09
51,21871,2263,109-12-015-02
51,21872,6339,110-21-2139-09
51,21873,4763,110-21-1519-08
51,21874,4764,110-21-1520-04
51,21875,4684,110-21-1479-04
51,21876,4888,110-21-1596-02
51,21877,4798,110-12-1555-02
51,21877,4817,110-12-1555-02-T
51,21878,4892,110-21-1600-02
51,21879,5391,110-12-2005-20
51,21879,6419,110-12-2005-20-T
51,21880,4056,110-21-1093-16
51,21881,4887,110-21-1595-02
51,21882,3416,101-12-734-04
51,21883,3262,101-12-446-08
51,21884,3320,101-12-613-02
51,21885,5165,101-12-1773-02
51,21886,6444,110-21-2504-10
51,21887,4547,101-12-636-04
51,21888,5182,110-21-1755-02
51,21889,6464,110-01-1405-33
51,21889,10406,110-01-1405-33-T
51,21890,4064,110-21-1095-02
51,21891,4922,110-21-1630-02
51,21892,4923,110-21-1631-02
51,21893,3424,101-12-505-01
51,21894,6488,110-21-2512-09
51,21895,6489,110-21-2512-21
51,21896,5920,110-01-2307-09
51,21896,9891,110-01-2307-09-T
51,21897,6607,110-21-2541-09
51,21897,6711,110-21-2541-09-T
51,21898,4925,110-21-1633-02
51,21899,4927,110-21-1635-02
51,21900,5879,110-15-2293-11
51,21901,4710,110-21-1490-08
51,21902,4936,110-21-1644-02
51,21903,4938,110-21-1646-02
51,21904,3545,110-17-815-11
51,21904,8282,110-17-815-11-T
51,21905,6054,110-05-2382-21
51,21905,8511,110-05-2382-21-T
51,21906,3710,110-15-492-02
51,21906,7604,110-15-492-02-T
51,21907,4060,110-21-1091-17
51,21908,3694,110-03-885-11
51,21908,7310,110-03-885-11-T
51,21909,6613,110-01-2542-33
51,21910,6610,110-01-2542-02
51,21911,2345,110-01-167-02
51,21912,2143,101-03-173-02
51,21913,6065,110-01-2386-09
51,21914,6064,110-01-2386-04
51,21915,5578,110-01-1303-30
51,21916,1087,101-01-056-02
51,21917,6481,110-01-2500-04
51,21918,1099,101-01-068-02
51,21919,3106,110-01-402-02
51,21920,5958,110-01-2318-02
51,21921,2338,110-03-099-08
51,21923,3229,110-01-382-02
51,21924,6486,110-01-2512-21
51,21925,3142,110-01-423-04
51,21926,3343,110-01-629-02
51,21927,5634,110-03-2139-09
51,21928,5767,110-03-2217-04
51,21928,6431,110-03-2217-04-T
51,21929,5635,110-03-2139-21
51,21930,5633,110-03-2139-04
51,21931,3140,110-01-421-02
51,21932,5630,110-03-2138-04
51,21932,7769,110-03-2138-04-T
51,21933,5869,110-01-2289-21
51,21934,6614,110-03-2542-02
51,21935,5224,110-03-1788-09
51,21935,6306,110-03-1788-09-T
51,21936,1098,101-01-067-02
51,21937,2223,110-01-126-02
51,21938,6275,110-01-832-33
51,21939,6332,110-03-2487-04
51,21940,6336,110-01-2033-21
51,21941,5147,110-03-1737-02
51,21942,5185,110-03-1762-02
51,21943,3244,110-01-541-02
51,21944,5867,110-01-2289-04
51,21945,2499,110-01-237-08
51,21946,6385,110-01-2038-33
51,21947,2025,101-01-091-08
51,21948,6046,110-01-2380-02
51,21949,3928,110-01-997-11
51,21950,3674,110-15-896-02
51,21950,7603,110-15-896-02-T
51,21951,1145,101-01-056-01
51,21951,7419,101-01-056-01-T
51,21952,6622,110-03-2544-04
51,21953,3076,101-05-312-02
51,21954,6296,110-03-1682-33
51,21955,3439,110-01-739-02
51,21956,2478,110-01-488-02
51,21957,5985,110-01-2340-04
51,21958,2086,101-01-073-03
51,21959,2115,101-01-116-04
51,21960,2124,101-01-167-02
51,21960,4663,101-01-167-02-T
51,21961,2126,101-01-168-08
51,21962,6050,110-05-2381-09
51,21963,2168,110-01-058-02
51,21964,6322,110-01-2483-29
51,21965,2272,101-01-284-02
51,21966,2306,110-01-261-02
51,21966,8015,110-01-261-02-T
51,21967,2322,101-01-267-09
51,21968,2362,110-01-024-02
51,21969,1427,101-01-108-01
51,21969,7418,101-01-108-01-T
51,21970,2394,110-01-198-02
51,21971,2438,110-01-215-02
51,21972,2485,110-01-234-02
51,21973,2500,110-01-238-02
51,21974,3047,110-01-235-13
51,21974,9888,110-01-235-13-T
51,21975,3054,110-01-362-02
51,21976,3099,110-01-386-02
51,21977,3126,110-01-370-02
51,21978,3231,110-01-530-02
51,21979,3267,101-01-446-02
51,21980,3268,101-01-446-08
51,21981,3270,101-01-447-08
51,21982,6380,110-03-2497-33
51,21982,7650,110-03-2497-33-T
51,21983,3363,110-01-649-02
51,21984,3364,110-01-650-02
51,21985,3402,110-01-709-08
51,21985,10196,110-01-709-08-T
51,21986,3404,110-01-711-02
51,21987,3405,101-01-733-08
51,21987,6198,101-01-733-08-T
51,21988,5749,114-01-2024-02
51,21989,5750,114-01-2024-08
51,21990,3560,101-01-818-02
51,21991,3562,101-01-638-08
51,21991,4956,101-01-638-08-T
51,21992,3565,110-01-810-02
51,21993,3638,110-01-852-02
51,21994,3645,110-01-849-02
51,21996,3688,110-01-910-02
51,21997,3759,110-01-948-02
51,21998,3873,110-01-910-08
51,21999,3918,110-01-1007-02
51,22000,3930,110-01-999-11
51,22002,4036,110-01-1084-11
51,22003,4037,110-01-1085-11
51,22004,4110,110-01-1142-02
51,22005,4128,101-01-1111-09
51,22006,4299,110-01-413-13
51,22007,4459,110-01-1302-02
51,22008,4474,110-01-1321-04
51,22009,4484,101-01-1081-09
51,22010,4487,101-01-1293-21
51,22011,4504,101-01-1347-04
51,22012,4527,110-01-1352-02
51,22013,4570,110-01-999-25
51,22014,4580,110-01-1387-04
51,22015,4637,110-01-1408-04
51,22016,4615,110-01-1440-11
51,22017,4640,110-01-1411-04
51,22018,4658,110-01-1452-11
51,22018,9840,110-01-1452-11-T
51,22019,4825,110-01-1323-09
51,22020,4828,110-01-1326-09
51,22021,4987,110-01-1678-02
51,22022,5059,101-01-1552-13
51,22023,5063,110-01-1319-21
51,22024,5103,110-01-1750-09
51,22024,7350,110-01-1750-09-T
51,22025,5191,110-01-1764-04
51,22026,5197,110-01-1767-02
51,22027,5200,110-01-1768-02
51,22028,5235,110-01-1797-02
51,22029,5379,110-01-1405-21
51,22029,7823,110-01-1405-21-T
51,22030,5417,110-01-1887-02
51,22031,5421,110-01-1905-02
51,22032,5438,110-01-2035-21
51,22033,5443,110-01-2037-08
51,22034,5444,110-01-2037-13
51,22036,5448,110-01-2039-02
51,22037,5450,110-01-2039-13
51,22038,5458,110-01-2042-09
51,22039,5451,110-01-2040-04
51,22040,5498,114-01-2015-08
51,22041,5503,114-01-2008-08
51,22042,5517,110-01-2105-04
51,22043,5518,110-01-2105-09
51,22044,5519,110-01-2105-21
51,22045,5524,110-01-2107-09
51,22046,5539,110-01-2113-09
51,22047,5542,110-01-2114-09
51,22048,5561,110-01-1932-13
51,22048,7811,110-01-1932-13-T
51,22049,5558,110-01-2118-21
51,22050,5566,110-01-2120-09
51,22051,5585,110-01-721-31
51,22052,5588,109-01-832-31
51,22053,5600,110-01-108-22
51,22053,7337,110-01-108-22-T
51,22054,5616,110-01-638-22
51,22054,6463,110-01-638-22-T
51,22055,5615,110-01-2130-21
51,22056,5643,110-01-2148-02
51,22057,5648,110-01-2149-21
51,22058,5650,110-01-2146-22
51,22058,7414,110-01-2146-22-T
51,22059,5654,110-01-2151-22
51,22060,5665,110-01-2156-02
51,22061,5664,110-01-942-13
51,22062,5677,110-01-2166-29
51,22063,5684,110-01-2173-29
51,22064,5703,110-01-2178-04
51,22065,5718,110-01-2180-04
51,22066,5744,110-01-2179-21
51,22067,5758,110-01-2206-04
51,22068,5759,110-01-2206-09
51,22069,5764,110-01-2216-04
51,22070,5765,110-01-2216-09
51,22071,5770,110-01-2218-02
51,22072,5774,110-01-2219-09
51,22073,5782,110-01-2222-02
51,22074,5779,110-01-2221-04
51,22075,5790,110-01-2224-21
51,22076,5794,110-01-2226-02
51,22077,5804,110-01-2228-09
51,22078,5816,110-01-2232-09
51,22079,5820,110-01-2233-21
51,22080,5834,110-01-2244-09
51,22081,5848,110-01-136-05
51,22081,6439,110-01-136-05-T
51,22082,5903,110-01-2303-04
51,22082,6996,110-01-2303-04-T
51,22083,5906,110-01-2304-09
51,22083,7517,110-01-2304-09-T
51,22084,5980,110-01-2338-11
51,22085,6015,101-01-374-03
51,22086,6025,110-01-1294-13
51,22087,6067,110-01-2387-04
51,22088,6089,110-01-2394-04
51,22088,8504,110-01-2394-04-T
51,22089,6120,110-01-2036-22
51,22090,6127,110-01-2426-28
51,22091,6131,110-01-2426-30
51,22092,6148,110-01-2431-04
51,22093,6151,110-01-2433-04
51,22094,6162,110-01-2438-04
51,22095,6170,110-01-2438-30
51,22095,7753,110-01-2438-30-T
51,22096,6173,110-01-2441-04
51,22097,6174,110-01-2441-09
51,22098,6184,110-01-2036-31
51,22099,6315,110-01-2481-04
51,22100,6282,110-01-1352-33
51,22101,6323,110-01-2483-30
51,22102,6347,110-01-2450-28
51,22103,6357,110-01-2484-21
51,22104,6360,110-01-947-08
51,22105,6367,110-01-784-13
51,22106,6403,101-01-638-06
51,22106,7335,101-01-638-06-T
51,22107,6449,110-01-2508-02
51,22108,6476,110-01-2496-09
51,22109,6513,110-01-2519-02
51,22110,6546,110-01-370-33
51,22111,6558,110-01-1316-21
51,22112,6559,110-01-1316-33
51,22113,6561,110-01-1316-31
51,22114,6563,110-01-260-13
51,22115,6566,110-01-262-13
51,22116,6570,110-01-629-33
51,22117,6642,110-01-2549-04
51,22119,6742,110-01-057-33
51,22120,2261,110-03-098-02
51,22121,2314,110-03-265-08
51,22121,8509,110-03-265-08-T
51,22122,2365,101-03-283-02
51,22123,2451,110-03-202-02
51,22124,3111,110-03-408-02
51,22125,3241,110-03-539-02
51,22126,3292,110-03-574-02
51,22127,3301,110-03-596-02
51,22128,3336,101-03-622-02
51,22129,3409,110-03-714-02
51,22129,8831,110-03-714-02-T
51,22130,3511,110-03-759-02
51,22131,3524,110-03-766-08
51,22132,3636,110-03-852-02
51,22133,4007,110-03-1047-02
51,22134,4360,110-03-1248-19
51,22135,4380,101-03-832-04
51,22136,4365,110-03-1253-19
51,22137,4369,110-03-1257-19
51,22138,5057,101-03-1293-21
51,22139,5164,110-03-1761-11
51,22140,5171,101-03-1776-08
51,22141,5184,110-03-1111-09
51,22141,6115,110-03-1111-09-T
51,22142,5218,110-03-1786-08
51,22143,5226,110-03-1789-04
51,22144,5478,110-03-1699-08
51,22145,5672,110-03-2162-32
51,22145,6028,110-03-2162-32-T
51,22146,5967,110-03-2325-09
51,22147,5976,110-03-2334-04
51,22148,5977,110-03-2335-04
51,22148,8498,110-03-2335-04-T
51,22149,5999,110-03-2326-11
51,22150,5978,110-03-2336-04
51,22151,6154,110-03-2431-04
51,22152,6299,110-03-1789-33
51,22153,6584,110-03-2533-04
51,22153,7634,110-03-2533-04-T
51,22154,6595,110-03-2537-11
51,22155,6508,110-03-2517-08
51,22156,2193,101-14-195-02
51,22157,2379,101-02-288-02
51,22158,3956,110-05-1060-02
51,22159,4345,110-05-1241-02
51,22160,4347,110-05-1243-02
51,22161,4515,101-05-1012-09
51,22162,4587,110-05-1393-02
51,22163,4588,110-05-1394-02
51,22164,4591,110-05-1397-02
51,22165,4595,110-05-1401-02
51,22166,4780,110-05-1234-09
51,22167,4998,110-05-1689-04
51,22168,5083,110-05-1239-13
51,22169,5110,101-05-1234-01
51,22170,5130,101-05-1738-04
51,22170,8890,101-05-1738-04-T
51,22171,5159,110-05-1757-11
51,22172,5251,110-05-1801-21
51,22173,5289,110-05-1836-02
51,22174,5298,110-05-1837-13
51,22175,5305,110-05-1840-08
51,22176,5306,110-05-1841-08
51,22177,5308,110-05-1839-13
51,22178,4750,110-21-1508-02
51,22179,5312,110-05-1843-02
51,22180,5326,110-05-1849-02
51,22181,5339,101-05-440-21
51,22182,5882,110-05-2296-04
51,22183,5885,110-05-2297-04
51,22184,5895,110-05-2299-29
51,22185,5891,110-05-2299-04
51,22186,5994,110-05-2351-04
51,22187,6257,110-05-1987-04
51,22188,6258,110-05-1987-09
51,22189,6244,110-12-1993-04
51,22189,7388,110-12-1993-04-T
51,22190,6298,110-05-1709-33
51,22191,6249,110-12-1959-09
51,22191,9863,110-12-1959-09-T
51,22192,4753,110-21-1511-02
51,22193,6251,110-12-1996-09
51,22193,7387,110-12-1996-09-T
51,22194,4765,110-21-1521-08
51,22195,4685,110-21-1480-02
51,22196,4891,110-21-1599-02
51,22197,4907,110-21-1615-02
51,22198,4899,110-21-1607-02
51,22199,4914,110-21-1622-08
51,22200,4147,110-12-1127-02
51,22200,4281,110-12-1127-02-T
51,22201,5471,110-15-834-08
51,22202,3613,110-15-834-02
51,22202,7602,110-15-834-02-T
51,22203,5548,110-12-2115-09
51,22204,3259,101-12-445-02
51,22205,3548,110-17-813-11
51,22205,9436,110-17-813-11-T
51,22206,3412,110-15-715-02
51,22207,6677,110-01-2559-02
51,22208,5627,110-12-2135-22
51,22208,9860,110-12-2135-22-T
51,22209,5628,110-12-2136-22
51,22209,6418,110-12-2136-22-T
51,22210,5608,110-22-2129-25
51,22211,5609,110-22-2129-26
51,22212,5612,110-22-2128-26
51,22213,4932,110-21-1640-02
51,22214,4933,110-21-1641-02
51,22215,4934,110-21-1642-02
51,22216,6052,110-05-2382-04
51,22216,8478,110-05-2382-04-T
51,22217,4707,110-21-1489-02
51,22218,4142,110-12-1122-02
51,22218,4279,110-12-1122-02-T
51,22219,3668,110-21-879-02
51,22220,3669,110-21-880-02
51,22221,4052,110-21-1089-16
51,22222,3418,101-12-394-04
51,22223,5975,110-03-2333-32
51,22223,6844,110-03-2333-32-T
51,22224,5160,110-05-1756-11
51,22224,8495,110-05-1756-11-T
51,22225,5599,109-01-1750-20
51,22226,2259,109-01-010-06
51,22226,7333,109-01-010-06-T
51,22227,5591,110-01-359-31
51,22228,6103,110-01-2397-21
51,22229,5911,110-01-1707-31
51,22230,2274,101-01-249-02
51,22231,3003,110-17-310-04
51,22232,6321,110-01-2483-28
51,22233,6554,110-01-2500-33
51,22234,2238,110-01-132-02
51,22235,3029,110-01-071-13
51,22235,7344,110-01-071-13-T
51,22236,3234,110-15-533-02
51,22237,3293,110-01-351-02
51,22238,5632,110-03-2138-21
51,22239,5481,109-01-1371-20
51,22240,3010,110-01-312-02
51,22241,2200,101-01-227-02
51,22242,6615,110-03-2542-08
51,22243,1486,101-01-164-02
51,22244,6334,110-03-2487-21
51,22245,4012,110-01-415-08
51,22246,3104,110-05-400-04
51,22247,6389,110-01-2380-33
51,22248,2497,110-01-137-02
51,22249,5483,110-01-1352-22
51,22250,2116,101-01-149-02
51,22250,7404,101-01-149-02-T
51,22251,6618,110-03-2543-04
51,22251,6863,110-03-2543-04-T
51,22252,2070,101-01-108-03
51,22252,7738,101-01-108-03-T
51,22253,5219,110-03-1786-13
51,22254,3188,110-01-477-04
51,22256,5982,110-01-2356-04
51,22256,7658,110-01-2356-04-T
51,22257,4666,110-01-1461-11
51,22258,3666,110-21-877-02
51,22259,6634,110-03-2547-04
51,22260,6654,110-12-2552-04
51,22261,2337,110-03-099-02
51,22262,3036,110-01-329-02
51,22263,2225,101-01-232-08
51,22263,7074,101-01-232-08-T
51,22265,3949,110-05-369-08
51,22266,1311,101-01-067-01
51,22267,1428,101-01-110-02
51,22268,2001,101-01-111-02
51,22269,2008,101-01-078-08
51,22269,5942,101-01-078-08-T
51,22270,2088,101-01-055-08
51,22270,6400,101-01-055-08-T
51,22271,2508,110-01-207-02
51,22272,4303,110-01-796-13
51,22273,2155,101-01-185-04
51,22274,2166,110-01-049-10
51,22275,2192,101-01-198-08
51,22276,2205,101-01-217-06
51,22277,2307,110-01-262-02
51,22278,2376,110-01-575-08
51,22279,2309,110-01-264-02
51,22280,2386,110-01-192-02
51,22281,2392,110-01-193-02
51,22282,2424,110-01-1527-08
51,22283,2437,110-01-203-08
51,22284,2503,110-01-235-08
51,22284,9887,110-01-235-08-T
51,22285,3012,110-01-234-08
51,22286,3112,110-01-409-10
51,22287,3066,110-01-370-08
51,22288,3057,110-01-365-08
51,22289,3118,110-01-412-08
51,22290,3127,110-01-369-08
51,22291,3141,110-01-422-02
51,22292,3187,110-01-478-02
51,22293,5746,110-01-2203-02
51,22294,3139,110-01-420-02
51,22295,3217,110-01-483-02
51,22295,7382,110-01-483-02-T
51,22296,3272,101-01-558-08
51,22297,3269,101-01-445-02
51,22298,3347,110-01-633-02
51,22299,6051,110-05-2381-21
51,22300,3397,101-01-730-08
51,22300,10172,101-01-730-08-T
51,22301,3393,110-01-707-02
51,22302,4691,110-03-1366-08
51,22303,3435,110-01-712-02
51,22304,3508,110-01-755-11
51,22305,1192,101-01-078-02
51,22305,7328,101-01-078-02-T
51,22306,3569,110-01-796-02
51,22307,3619,110-01-860-11
51,22308,3586,110-01-830-10
51,22309,3600,110-01-821-02
